,week52change,week52high,week52low,marketcap,employees,day200MovingAvg,day50MovingAvg,float,avg10Volume,avg30Volume,ttmEPS,ttmDividendRate,companyName,sharesOutstanding,month1ChangePercent,month3ChangePercent,month6ChangePercent,ytdChangePercent,year1ChangePercent,day5ChangePercent,day30ChangePercent,maxChangePercent,year5ChangePercent,year2ChangePercent,nextDividendDate,dividendYield,nextEarningsDate,exDividendDate,peRatio,beta,symbol,week52highDate,week52lowDate,totalCash,currentDebt,revenue,grossProfit,totalRevenue,EBITDA,revenuePerShare,revenuePerEmployee,debtToEquity,profitMargin,enterpriseValue,enterpriseValueToRevenue,priceToSales,priceToBook,forwardPERatio,pegRatio,peHigh,peLow,putCallRatio
25,,,,,,,,,,,,10.0,"Treasure Factory Co., Ltd.",11598800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-26,,,2020-08-28,,,TFACF,,,,,,,,,,,,,,,,,,,,,
26,-0.33623200000000003,4.05,0.0002,5200406800.0,77655.0,1.74,1.77,446889805.0,2033.4,887.8,0.1555,0.47,Grupo Carso SAB de CV,2270920000.0,0.162437,228.0,10.444278,-0.400633,-0.33623200000000003,0.045662,0.162437,-0.3226,-0.507,-0.3092,,0.20524017467248906,,2019-12-18,14.73,1197.3107385691396,GPOVF,2020-01-14,2020-07-07,512482472.0,94623067.0,5322715511.0,1389519014.0,5322715511.0,746476730.0,2.34,68543.11,0.22,0.0736488880891459,5711568524.0,1.07,0.98,1.1378195667418707,,,,,
27,0.230769,0.0092,0.0009,770752.0,,0.0031,0.0025,,6300.0,46038.27,-0.0059,,"Restance, Inc.",240860000.0,-0.13513499999999998,0.06666699999999999,0.882353,0.6,0.230769,0.391304,0.777778,,,,,,,,-0.54,-0.5790424762538121,ANCE,2020-04-22,2020-07-20,400.0,92557.0,,,,-18360.0,,,0.56,,862909.0,,,4.638110941279833,,,,,
28,0.29885100000000003,11.3,7.55,7664138487.0,4821.0,9.17,11.07,,,4.17,0.0762,,JUST EAT Plc,678242344.0,0.0,0.014362999999999999,0.49668900000000005,0.014362999999999999,0.189474,0.0,0.0,0.731535,0.682725,0.097087,,,,,148.29,-0.12164652795065915,JSTLF,2020-01-31,2019-10-08,236762240.0,382080.0,1039388753.0,684569834.0,1039388753.0,231345670.0,1.53,215596.09,0.13,0.10609364944706112,7558174967.200002,7.27,7.37,7.608669460750459,,,,,
29,-0.426609,11.65,6.37,1749111768.0,6579.0,10.46,6.89,214044934.0,,,-0.3352,0.248699455951564,"J. FRONT RETAILING Co., Ltd.",261843079.0,0.0,-0.426609,-0.426609,-0.426609,-0.426609,0.0,0.0,0.7951,-0.2956,-0.2386,2021-02-26,0.03723045747777905,,2020-08-28,-19.93,0.023268541100721685,JFROF,2020-02-03,2020-09-25,321077273.0,1278385018.0,4408969535.0,1617771600.0,4408969535.0,883562550.0,16.84,670158.01,1.24,0.04421779317193671,5866656846.72,1.33,0.4,0.4872773454854413,,,,,
30,,0.5061,0.0001,,,0.0354,0.0208,,0.9,24.33,,,Ophir Resources Co.,0.0,-0.003968,0.9160309999999999,7.096774000000001,0.0,0.0,0.0,-0.003968,,,,,,,,,,SUFF,2020-08-04,2020-04-16,,,,,,,,,,,,,,,,,,,
31,0.061159000000000005,50.27,36.67,11506173140.0,,43.54,47.42,249613389.0,632.2,1229.4,2.338,0.6689872608447409,"Metro, Inc.",250243000.0,-0.042082999999999995,0.019563999999999998,0.11900699999999999,0.11434200000000001,0.061159000000000005,-0.019407,-0.050013999999999996,7.6221,0.4888,0.2241,,0.01454952720410485,,2020-09-01,19.67,0.1613327807030892,MTRAF,2020-11-06,2020-03-13,330525922.0,208871421.0,13375492648.0,1536983267.0,13375492648.0,1256802090.0,53.45,,0.77,0.04418391445853531,14696066458.0,1.1,0.86,2.5022582742267923,,,,,
32,-0.58,1.9,0.0121,128015.0,,0.2697,0.1093,,16112.6,5604.87,-0.1039,,"Eco Depot, Inc.",304798.0,7.4,26.81457,-0.16,-0.574684,-0.58,-0.16,3.2,-0.9999,-0.9983,-0.9778,,,,,-4.04,-1.065684480486779,ECDP,2019-12-03,2020-08-24,695.0,151765.0,,,,-39500.0,,,-3.23,,279085.16,,,-2.725292402018181,,,,,
33,,,,,,,,,,,,,"Daikokutenbussan Co., Ltd.",14474200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-11-27,,,2020-05-29,,,DUNBF,,,,,,,,,,,,,,,,,,,,,
34,-0.086022,0.0378,0.0008,320601.0,3.0,0.0068,0.012,33775196.0,3135643.9,2334594.8,-0.0793,,"BoxScore Brands, Inc.",37717800.0,-0.011628,0.44067799999999996,0.103896,1.02381,-0.086022,-0.132653,-0.044944,,,,,,,,-0.11,0.4400527094013633,BOXS,2020-09-15,2020-01-30,63078.0,4146013.0,1283751.0,296171.0,1283751.0,-2398610.0,0.03,427917.0,-0.82,-0.5326422335795649,5726200.0,4.46,0.29,-0.048740223869660114,,,,,
35,2.834395,0.2416,0.0473,16678789.0,,0.1466,0.1689,51130278.0,11413.1,53351.53,-0.0715,,"Powerband Solutions, Inc.",92352100.0,0.051222000000000004,0.101891,0.97593,1.333333,2.834395,0.016891999999999997,0.243802,-0.2458,-0.2458,-0.1141,,,,,-2.53,1.1278743044702462,PWWBF,2020-07-13,2019-12-03,187415.0,2980497.0,1506339.0,-1574679.0,1506339.0,-4521270.0,0.02,,-4.9,-3.515464314473701,22776006.0,15.12,11.04,-12.891708174848368,,,,,
36,0.1,0.09,0.0031,25605.0,110.0,0.01,0.0136,2081197.0,10971.4,5914.83,-13.235,,"Sack Lunch Productions, Inc.",2327750.0,-0.043477999999999996,0.692308,2.548387,0.803279,0.1,-0.19708,0.1,-1.0,-0.9978,-0.5,,,,,0.0,-0.15740659915548502,SAKL,2020-06-22,2020-04-29,889486.0,3269769.0,14784911.0,3264225.0,14784911.0,-876440.0,6.35,134408.28,-1.51,-0.12903682680267742,3027241.5,0.2,0.0,-0.009938980958720927,,,,,
37,,,,249970980.0,20551.0,,,82677614.0,,,0.0768,0.0246418652397019,McColl's Retail Group Plc,115194000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.229834,-0.229834,-0.229834,,0.011355698267143732,,2019-08-08,28.26,,MCCOF,,,36423117.0,2740633.0,1662931532.0,431073497.0,1662931532.0,21985100.0,14.44,80917.3,0.9,0.0055181514232060394,375761961.0,0.23,0.15,1.3847708225184026,,,,,
38,,,,,,,,,,,,,"Qol Holdings Co., Ltd.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2019-09-27,,,QOLCF,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,0.8906,George Weston Ltd.,153670563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2020-06-12,,,WGRGF,,,,,,,,,,,,,,,,,,,,,
40,,,,5098097923.0,25168.0,,,257902522.0,,,1.1688,2.87,Kesko Oyj,269791138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0794,0.3385,-0.1596,,0.22334630350194554,,2020-09-30,10.99,,KKOYF,,,189702500.0,584822500.0,11998904933.0,299622858.0,11998904933.0,130392470.0,44.47,476752.42,1.5,0.030558276196653317,8317764673.3,0.69,0.42,1.5245718310850167,,,,,
41,-0.27118600000000004,1.85,0.19,11049452.0,,0.5504,0.8229,12082203.0,20658.0,55120.53,-1.5093,,"Harborside, Inc.",12848200.0,0.00797,0.791667,2.002793,0.537087,-0.27118600000000004,0.075,-0.156863,-0.8579,-0.8579,-0.8579,,,,,-0.54,0.9400207517209964,HSDEF,2020-08-14,2020-03-19,12164927.0,456189.0,47341149.0,17921692.0,47341149.0,-10431670.0,3.68,,0.74,-1.0447172501030764,17582140.0,0.37,0.23,0.4396024332823475,,,,,
42,-0.085789,39.56,17.93,15624953360.0,9176.0,33.11,33.79,,749.2,284.87,-0.1283,,B2W Companhia Digital,279816500.0,-0.12063,-0.29423699999999997,-0.09085,-0.144346,-0.085789,0.0,-0.12063,-0.2985,2.9987,0.7204,,,2021-03-11,,-217.61,-0.06682621693152263,BTOOY,2020-06-25,2020-04-01,1611678226.0,348228056.0,1715691325.0,378194079.0,1715691325.0,171536630.0,6.13,186975.95,1.17,-0.0470211062004408,15684474826.0,9.14,9.11,5.480446877273928,-310.22,-2.79,-339.8099950179526,-154.01398409180712,
43,-0.703493,24.8,6.01,220971000.0,,12.7,11.11,,12132.3,6746.23,,1.625,"Youngevity International, Inc.",30270000.0,-0.29875100000000004,-0.456441,-0.430133,-0.6645220000000001,-0.703493,-0.294004,-0.314554,-0.3469,-0.3469,-0.3469,2020-12-30,0.2226027397260274,,2020-06-29,,0.6458344470941901,YGYIP,2019-11-21,2020-03-20,,,,,,,,,,,,,,,,,,,
44,-0.121681,25.02,19.38,3006912560.0,404.0,21.85,22.16,63110020.0,,,-2.2447,,Rocket Internet SE,135691000.0,0.0,0.019007,0.063503,-0.114173,-0.12140999999999999,0.0,0.0,-0.4153,-0.4153,-0.4009,,,,,-9.87,-0.12550317153822996,RCKZF,2020-01-02,2020-04-06,2838578000.0,12235250.0,75325433.0,8282440.0,75325433.0,-31227040.0,0.56,186449.09,0.03,4.240713213025939,309208310.0,4.1,39.92,0.6753640513498241,,,,,
45,,,,,,,,,,,,,TV Direct Public Co. Ltd.,650382912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,TVDRF,,,,,,,,,,,,,,,,,,,,,
46,-0.827586,0.35,0.0001,193775.0,,0.0606,0.0112,13639706.0,30.0,2576.67,-0.0008,,"MOJO Data Solutions, Inc.",38755000.0,49.0,-0.875,-0.916667,-0.807692,-0.827586,0.0,49.0,0.2,0.2,2.0,,,,,-6.25,3.6217238819613673,MJDS,2020-03-16,2020-10-02,225592.0,61836.0,,-4321.0,,-11860.0,,,-0.55,,403333.0,,,-0.4431178667227686,,,,,
47,0.8959999999999999,0.677,0.095,8232377.0,3800.0,0.2141,0.1894,36412581.0,49065.5,31526.13,-0.982,,Christopher & Banks Corp.,38595300.0,0.185,0.354286,0.123223,-0.6353850000000001,0.8959999999999999,-0.21,0.152973,-0.9803,-0.9446,-0.7505,,,2020-12-15,,-0.22,0.681230583007313,CBKC,2020-01-02,2019-11-21,3198000.0,26185000.0,348850000.0,100262000.0,348850000.0,18133000.0,9.04,91802.63,13.83,-0.04785437867278201,130885013.0,0.38,0.02,0.9038622628458496,-0.19,0.0,-0.6908163265306122,-0.09183673469387754,
48,,,,,,,,,,,,,Rami Levi Chain Stores Hashikma Marketing 2006 Ltd.,13775583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2020-06-05,,,RLEVF,,,,,,,,,,,,,,,,,,,,,
49,0.6559139999999999,38.5,26.55,2919827911.0,434.0,33.43,38.5,41602542.0,,0.03,1.615,0.5579317015363149,"Seria Co., Ltd.",75839686.0,0.0,0.0,0.149254,0.45009399999999994,0.655914,0.0,0.0,0.4409,0.4409,0.4409,2021-03-30,0.014491732507436753,,2020-09-29,23.84,-0.01812558953612497,SAOGF,2020-07-10,2020-03-18,419526655.0,6002501.0,1669116681.0,689183424.0,1669116681.0,196264420.0,22.01,3845890.97,0.03,0.0665101722747686,2519846437.0,1.51,1.75,4.201735856363864,,,,,
50,,0.004,0.0001,55.0,,0.0006,0.0007,,2850.0,43175.93,,,Sun Tzu Corp.,92385.0,-0.14285699999999998,-0.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STZU,2020-05-13,2019-12-09,,,,,,,,,,,,,,,,,,,
51,-0.010898,37.11,13.5,20382653900.0,,22.61,19.89,,153.6,197.03,0.6344,0.7721,CP All Public Co. Ltd.,898310000.0,0.22450100000000003,0.135068,0.06776499999999999,-0.034468,-0.010898,0.0,0.22450100000000003,1.4080000000000001,1.1371,0.0831,,0.03402820625826355,,2020-05-05,35.77,0.4108265264189641,CPPCY,2020-06-01,2020-03-26,1005200102.0,532891308.0,17745352955.0,4021210095.0,17745352955.0,779150500.0,19.75,,2.24,0.03874215704491182,24906435594.0,1.4,1.15,8.269529504381925,,,,,
52,,,,,,,,,,,,,X5 Retail Group NV,271572872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,PYAT20,,,,,,,,,,,,,,,,,,,,,
53,,0.51,0.51,103530.0,,0.51,0.51,,,,-1.0671,,"Bell Rose Capital, Inc.",203000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9940000000000001,0.0,,,,,-0.48,0.0,BELR,2019-11-21,2019-11-21,,,,,,-216400.0,,,0.0,,103530.0,,,-0.3693872089911694,,,,,
54,0.474308,8.51,2.5,7842338876.0,77000.0,5.73,7.64,,61807.3,183940.1,0.1814,,Kingfisher plc,1051251860.0,-0.11190499999999999,0.043357,0.734884,0.288428,0.474308,-0.019711000000000003,-0.058080999999999994,-0.4045,-0.5469,-0.3437,,,,2019-10-03,41.12,0.7989442942345247,KGFHY,2020-10-21,2020-03-19,249139800.0,460051800.0,14703954283.0,5342364350.0,14703954283.0,1547919100.0,13.99,190960.45,0.46,0.0006948666871069325,11103565675.6,0.76,0.53,1.0253840860572043,10.36,,,,
55,-0.036036,1.71,1.02,10207489700.0,146683.0,1.38,1.21,2114600738.0,834.7,13820.93,0.0467,0.15,Sun Art Retail Group Ltd.,9539710000.0,-0.036036,-0.286667,-0.300654,-0.06140399999999999,-0.036036,0.038835,0.038835,0.2712,0.7442,0.0345,,0.14018691588785046,,2020-05-19,22.91,0.029146932268243626,SURRF,2020-04-27,2020-11-17,2015016438.0,151743543.0,13800145562.0,3720628189.0,13800145562.0,1184829550.0,1.45,94081.42,0.36,0.029719894703817907,9429678424.0,0.68,0.74,2.971883427250525,,,,,
56,,,,,,,,,,,,,Padini Holdings Bhd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2019-09-12,,,PDNIF,,,,,,,,,,,,,,,,,,,,,
57,,,,,,,,,,,,,Celestial Asia Securities Holdings Ltd.,80720181.0,,,,,,,,,,,,,,,,,CASLF,,,,,,,,,,,,,,,,,,,,,
58,0.88,1.47,0.67,2780858400.0,13474.0,1.07,1.27,1271357182.0,21555.5,9194.03,0.0979,,China Yongda Automobiles Services Holdings Ltd.,1972240000.0,0.119048,0.27026999999999995,0.453608,0.566667,0.88,0.175,0.119048,-0.1667,-0.1667,0.519,,,,2019-06-05,14.4,0.014903448419136591,CYYHF,2020-11-05,2019-12-09,737120462.0,2250490116.0,9075064986.0,848631309.0,9075064986.0,379169910.0,4.6,673524.19,2.03,0.023489802919192008,4923195423.0,0.54,0.31,1.960284060681219,,,,,
59,,,,,,,,,,,,,Westwing Group AG,20844351.0,,,,,,,,,,,,,,,,,WTWGF,,,,,,,,,,,,,,,,,,,,,
60,-1.0,0.0001,0.0001,,,,0.0001,6698870000.0,1115639.2,1044968.3,,,"Metatron, Inc.",6698870000.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,MRNJ,2019-11-21,2019-11-21,4.0,188391.0,34188.0,30635.0,34188.0,-91780.0,0.0,,1.08,-2.684684684684685,,,,1.1041650527204128,,,,,
